dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1740668400,2025-02-27 15:00:00,3.0,547.41,0.0,18.51,47.92,4.83,23.34,52.07,4.12
1740672000,2025-02-27 16:00:00,3.0,520.71,0.0,15.25,51.5,4.89,24.26,53.02,4.43
1740675600,2025-02-27 17:00:00,3.0,473.98,0.0,11.82,55.07,4.35,22.82,50.09,3.89
1740679200,2025-02-27 18:00:00,2.0,440.6,0.0,9.6,61.51,3.81,20.01,45.74,3.39
1740682800,2025-02-27 19:00:00,2.0,397.21,0.0,7.8,70.81,3.07,16.27,42.56,2.37
1740686400,2025-02-27 20:00:00,2.0,340.46,0.0,5.74,77.25,2.56,15.36,46.97,1.23
1740690000,2025-02-27 21:00:00,3.0,313.76,0.0,4.11,83.68,2.5,18.35,58.69,0.97
1740693600,2025-02-27 22:00:00,3.0,293.73,0.0,3.13,92.98,2.41,20.87,68.76,0.82
1740697200,2025-02-27 23:00:00,3.0,283.72,0.0,2.87,100.14,2.5,21.07,72.23,0.8
1740700800,2025-02-28 00:00:00,3.0,277.04,0.0,2.87,104.43,2.65,19.33,69.6,0.85
1740704400,2025-02-28 01:00:00,3.0,277.04,0.0,3.26,105.86,2.89,16.73,63.05,0.96
1740708000,2025-02-28 02:00:00,3.0,287.06,0.0,3.86,107.29,2.95,14.16,53.89,1.14
1740711600,2025-02-28 03:00:00,3.0,347.14,0.02,7.03,105.86,3.25,14.01,49.98,2.01
1740715200,2025-02-28 04:00:00,3.0,460.62,0.66,13.02,101.57,4.05,16.1,53.36,3.13
1740718800,2025-02-28 05:00:00,3.0,534.06,2.01,15.94,100.14,4.95,18.7,59.04,4.31
1740722400,2025-02-28 06:00:00,3.0,540.73,2.49,14.57,103.0,5.36,21.61,68.12,5.07
1740726000,2025-02-28 07:00:00,3.0,480.65,2.12,11.48,107.29,4.83,23.73,81.54,4.24
1740729600,2025-02-28 08:00:00,3.0,427.25,1.68,9.0,110.15,4.29,26.46,95.82,3.07
1740733200,2025-02-28 09:00:00,3.0,397.21,1.41,7.8,110.15,3.67,26.53,92.19,2.25
1740736800,2025-02-28 10:00:00,3.0,377.18,1.22,7.03,108.72,3.16,23.56,73.48,1.87
1740740400,2025-02-28 11:00:00,3.0,400.54,1.29,8.31,103.0,3.37,21.99,58.93,2.09
1740744000,2025-02-28 12:00:00,2.0,433.92,1.17,10.71,94.41,3.43,20.09,48.74,2.37
1740747600,2025-02-28 13:00:00,2.0,480.65,0.6,15.59,85.83,3.61,18.92,44.68,2.66
1740751200,2025-02-28 14:00:00,2.0,473.98,0.02,15.77,85.83,3.34,18.21,43.58,2.63
1740754800,2025-02-28 15:00:00,2.0,433.92,0.0,12.0,91.55,3.07,17.93,42.88,2.75
1740758400,2025-02-28 16:00:00,2.0,423.91,0.0,10.02,94.41,3.13,17.74,41.7,2.98
1740762000,2025-02-28 17:00:00,2.0,397.21,0.0,8.05,95.84,2.95,16.79,39.34,2.69
1740765600,2025-02-28 18:00:00,2.0,387.19,0.0,7.03,98.71,2.8,16.43,38.35,2.5
1740769200,2025-02-28 19:00:00,3.0,363.83,0.0,6.25,100.14,2.47,15.77,37.99,1.9
1740772800,2025-02-28 20:00:00,3.0,320.43,0.0,4.93,101.57,2.26,15.01,37.94,1.03
1740776400,2025-02-28 21:00:00,3.0,290.39,0.0,3.0,105.86,1.97,15.56,40.54,0.68
1740780000,2025-02-28 22:00:00,3.0,280.38,0.0,2.38,107.29,2.0,17.36,45.7,0.62
1740783600,2025-02-28 23:00:00,3.0,287.06,0.0,2.53,108.72,2.38,19.71,51.76,0.7
1740787200,2025-03-01 00:00:00,3.0,297.07,0.0,3.0,110.15,2.98,21.94,57.59,0.87
1740790800,2025-03-01 01:00:00,3.0,310.42,0.0,3.81,111.58,3.55,23.58,62.56,1.06
1740794400,2025-03-01 02:00:00,3.0,330.45,0.0,4.97,113.01,3.81,24.97,67.26,1.36
1740798000,2025-03-01 03:00:00,3.0,403.88,0.06,8.91,111.58,4.23,27.01,72.53,2.28
1740801600,2025-03-01 04:00:00,3.0,500.68,0.94,14.22,110.15,5.01,28.68,76.35,3.2
1740805200,2025-03-01 05:00:00,3.0,527.38,1.79,14.39,115.87,5.48,29.57,77.76,3.67
1740808800,2025-03-01 06:00:00,3.0,494.0,1.66,11.48,127.32,5.66,30.26,78.19,3.86
1740812400,2025-03-01 07:00:00,3.0,460.62,1.38,9.25,137.33,5.36,30.51,77.31,3.64
1740816000,2025-03-01 08:00:00,3.0,467.3,1.47,9.51,138.76,5.25,30.47,76.08,3.67
1740819600,2025-03-01 09:00:00,3.0,487.33,1.72,10.8,134.47,4.83,29.49,73.96,3.61
1740823200,2025-03-01 10:00:00,3.0,467.3,1.75,10.8,125.89,4.05,27.24,70.61,3.2
1740826800,2025-03-01 11:00:00,3.0,460.62,1.66,11.14,120.16,3.87,25.51,68.56,2.91
1740830400,2025-03-01 12:00:00,3.0,460.62,1.45,12.85,113.01,3.78,24.01,66.51,2.79
1740834000,2025-03-01 13:00:00,3.0,500.68,0.82,17.48,104.43,3.93,22.64,64.23,2.85
1740837600,2025-03-01 14:00:00,3.0,480.65,0.03,17.48,98.71,3.81,21.07,60.51,2.75
1740841200,2025-03-01 15:00:00,3.0,413.89,0.0,12.0,103.0,3.43,19.73,56.92,2.66
1740844800,2025-03-01 16:00:00,3.0,383.85,0.0,9.17,103.0,3.34,19.08,54.51,2.75
1740848400,2025-03-01 17:00:00,3.0,377.18,0.0,8.23,101.57,3.43,19.01,53.56,2.98
1740852000,2025-03-01 18:00:00,3.0,390.53,0.0,8.14,100.14,3.58,19.65,53.69,3.26
1740855600,2025-03-01 19:00:00,3.0,500.68,0.0,13.19,91.55,4.47,22.81,57.08,4.81
1740859200,2025-03-01 20:00:00,3.0,554.08,0.0,16.96,83.68,4.89,24.27,57.52,4.88
1740862800,2025-03-01 21:00:00,3.0,547.41,0.0,15.77,82.97,5.19,25.03,56.79,4.88
1740866400,2025-03-01 22:00:00,3.0,534.06,0.0,13.88,82.97,5.3,26.2,57.18,5.32
1740870000,2025-03-01 23:00:00,3.0,580.79,0.0,14.57,79.39,6.02,29.07,59.64,5.89
1740873600,2025-03-02 00:00:00,3.0,700.95,0.0,18.34,72.96,7.75,35.13,65.96,6.21
1740877200,2025-03-02 01:00:00,3.0,934.6,0.0,27.08,62.23,11.09,45.94,77.47,6.84
1740880800,2025-03-02 02:00:00,4.0,1281.74,0.0,41.13,50.78,14.54,60.13,93.44,8.74
1740884400,2025-03-02 03:00:00,5.0,2056.12,2.15,73.34,29.33,19.55,89.48,128.6,13.93
1740888000,2025-03-02 04:00:00,5.0,3070.83,22.35,95.96,26.82,26.7,121.07,168.55,20.77
1740891600,2025-03-02 05:00:00,5.0,3791.81,38.44,109.67,36.48,34.81,146.06,200.72,29.39
1740895200,2025-03-02 06:00:00,5.0,3845.21,30.85,119.27,68.66,43.39,168.66,227.83,34.96
1740898800,2025-03-02 07:00:00,5.0,2723.69,12.41,87.74,141.62,47.68,155.79,214.57,25.33
1740902400,2025-03-02 08:00:00,5.0,1922.61,5.64,57.58,205.99,42.44,157.22,214.59,15.96
1740906000,2025-03-02 09:00:00,5.0,1214.98,2.46,30.16,231.74,29.56,127.01,180.49,9.63
1740909600,2025-03-02 10:00:00,5.0,674.25,1.42,15.42,185.97,16.45,63.6,112.33,6.97
1740913200,2025-03-02 11:00:00,3.0,494.0,1.44,12.68,130.18,8.82,33.56,77.11,4.81
1740916800,2025-03-02 12:00:00,3.0,447.27,1.19,12.68,101.57,5.07,22.99,59.96,3.36
1740920400,2025-03-02 13:00:00,3.0,467.3,0.52,16.45,87.98,3.93,19.77,52.06,2.94
1740924000,2025-03-02 14:00:00,2.0,460.62,0.01,16.62,84.4,3.25,18.73,49.45,2.85
1740927600,2025-03-02 15:00:00,3.0,417.23,0.0,12.51,89.41,2.98,19.03,51.87,2.91
1740931200,2025-03-02 16:00:00,3.0,407.22,0.0,10.54,92.98,3.28,20.06,54.9,3.17
1740934800,2025-03-02 17:00:00,3.0,397.21,0.0,9.34,94.41,3.46,20.12,54.09,3.23
1740938400,2025-03-02 18:00:00,3.0,397.21,0.0,9.0,94.41,3.64,19.4,50.9,3.32
1740942000,2025-03-02 19:00:00,2.0,373.84,0.0,8.31,97.27,3.43,17.0,45.89,2.75
1740945600,2025-03-02 20:00:00,3.0,327.11,0.0,6.6,103.0,2.98,14.32,48.2,1.65
1740949200,2025-03-02 21:00:00,3.0,320.43,0.0,5.74,105.86,3.55,15.01,63.43,1.65
1740952800,2025-03-02 22:00:00,3.0,310.42,0.0,4.5,108.72,3.61,17.29,79.19,1.58
1740956400,2025-03-02 23:00:00,3.0,307.08,0.0,3.9,110.15,3.64,20.41,89.41,1.49
1740960000,2025-03-03 00:00:00,3.0,307.08,0.0,3.68,108.72,3.78,24.27,95.94,1.35
1740963600,2025-03-03 01:00:00,4.0,313.76,0.0,3.73,108.72,3.73,29.1,103.61,1.03
1740967200,2025-03-03 02:00:00,4.0,347.14,0.0,5.18,107.29,4.05,34.15,120.27,1.14
1740970800,2025-03-03 03:00:00,4.0,440.6,0.07,9.94,101.57,4.71,37.22,134.5,2.18
1740974400,2025-03-03 04:00:00,4.0,527.38,0.94,14.74,97.27,5.42,36.59,124.5,3.13
1740978000,2025-03-03 05:00:00,4.0,507.35,1.66,12.34,97.27,5.36,35.43,109.86,3.36
1740981600,2025-03-03 06:00:00,4.0,447.27,1.45,8.4,98.71,4.95,37.24,108.38,3.07
1740985200,2025-03-03 07:00:00,4.0,393.87,1.09,5.91,100.14,4.17,38.48,114.41,2.18
1740988800,2025-03-03 08:00:00,4.0,377.18,0.94,5.18,105.86,3.99,39.34,124.09,1.71
1740992400,2025-03-03 09:00:00,4.0,367.16,0.85,5.14,111.58,3.81,40.66,136.72,1.38
1740996000,2025-03-03 10:00:00,4.0,403.88,1.24,7.37,110.15,4.53,41.72,141.16,1.92
1740999600,2025-03-03 11:00:00,4.0,453.95,1.76,10.88,103.0,4.95,42.45,139.72,2.63
1741003200,2025-03-03 12:00:00,4.0,494.0,1.77,14.39,95.84,4.59,42.56,141.4,2.88
1741006800,2025-03-03 13:00:00,4.0,574.11,1.08,21.59,86.55,4.71,43.16,145.2,3.26
1741010400,2025-03-03 14:00:00,4.0,600.81,0.04,24.68,84.4,4.89,44.42,150.19,3.55
1741014000,2025-03-03 15:00:00,4.0,580.79,0.0,21.08,90.84,5.13,46.58,156.47,4.12
1741017600,2025-03-03 16:00:00,4.0,594.14,0.0,19.36,95.84,5.78,49.21,161.26,4.94
1741021200,2025-03-03 17:00:00,4.0,547.41,0.0,16.11,100.14,5.84,49.88,161.58,4.94
1741024800,2025-03-03 18:00:00,4.0,534.06,0.0,14.05,103.0,5.72,50.41,161.43,5.0
1741028400,2025-03-03 19:00:00,4.0,534.06,0.0,14.39,103.0,6.02,47.85,149.8,5.26
1741032000,2025-03-03 20:00:00,4.0,627.52,0.0,20.22,94.41,10.25,47.15,135.43,7.47
1741035600,2025-03-03 21:00:00,4.0,801.09,0.0,26.39,80.82,17.64,54.43,138.48,12.16
1741039200,2025-03-03 22:00:00,4.0,747.68,0.0,22.28,77.25,16.69,57.49,143.54,15.2
1741042800,2025-03-03 23:00:00,4.0,694.27,0.0,19.19,76.53,15.97,52.58,124.52,17.99
1741046400,2025-03-04 00:00:00,4.0,741.0,0.0,20.39,74.39,17.4,46.91,102.3,20.27
1741050000,2025-03-04 01:00:00,3.0,814.44,0.0,23.99,75.82,19.31,42.54,89.15,21.53
1741053600,2025-03-04 02:00:00,3.0,988.01,0.0,31.87,77.25,20.98,43.86,92.01,23.05
1741057200,2025-03-04 03:00:00,4.0,1415.25,1.37,52.09,69.38,22.65,57.77,113.98,27.61
1741060800,2025-03-04 04:00:00,4.0,1976.01,11.62,67.86,60.8,27.18,72.33,130.36,31.92
1741064400,2025-03-04 05:00:00,5.0,2323.15,19.45,72.66,66.52,33.86,84.12,139.22,35.46
1741068000,2025-03-04 06:00:00,5.0,2189.64,16.32,67.86,92.98,39.58,88.14,138.1,34.45
1741071600,2025-03-04 07:00:00,4.0,1602.17,8.94,48.67,131.61,35.76,69.38,107.69,24.32
1741075200,2025-03-04 08:00:00,4.0,1495.36,6.48,44.55,164.51,35.76,74.9,108.9,21.28
1741078800,2025-03-04 09:00:00,5.0,1522.06,5.25,44.55,197.41,39.1,86.31,121.02,19.76
1741082400,2025-03-04 10:00:00,5.0,2162.93,7.82,74.03,200.27,41.96,119.74,159.37,24.83
1741086000,2025-03-04 11:00:00,5.0,3177.64,12.74,122.01,173.09,42.92,160.7,206.23,34.96
1741089600,2025-03-04 12:00:00,5.0,3898.62,16.54,160.4,120.16,42.92,167.45,216.01,42.05
1741093200,2025-03-04 13:00:00,5.0,4753.11,23.92,202.89,43.63,45.3,159.53,208.6,49.65
1741096800,2025-03-04 14:00:00,5.0,5607.6,40.68,216.6,1.54,49.59,160.01,210.28,57.76
1741100400,2025-03-04 15:00:00,5.0,5554.2,41.13,197.41,0.0,52.45,160.71,212.0,60.8
1741104000,2025-03-04 16:00:00,5.0,4592.9,17.21,169.99,0.14,50.54,143.71,195.97,55.22
1741107600,2025-03-04 17:00:00,5.0,3898.62,5.92,135.72,2.64,45.78,137.31,196.28,54.72
1741111200,2025-03-04 18:00:00,5.0,3124.24,0.26,94.59,20.74,38.15,121.93,183.19,51.17
1741114800,2025-03-04 19:00:00,5.0,2403.26,0.0,67.17,45.42,31.47,96.35,152.5,43.06
1741118400,2025-03-04 20:00:00,4.0,1642.23,0.0,46.61,65.8,24.32,59.84,103.41,30.15
1741122000,2025-03-04 21:00:00,3.0,1014.71,0.0,27.76,83.68,18.6,37.19,69.71,21.79
1741125600,2025-03-04 22:00:00,3.0,747.68,0.0,18.16,92.98,16.69,29.73,56.83,18.75
1741129200,2025-03-04 23:00:00,3.0,694.27,0.0,16.11,94.41,16.93,29.0,54.42,18.24
1741132800,2025-03-05 00:00:00,3.0,694.27,0.0,16.11,94.41,17.64,29.27,54.33,17.99
1741309200,2025-03-07 01:00:00,5.0,1789.09,0.3,55.52,14.66,14.78,94.77,135.48,27.11
1741312800,2025-03-07 02:00:00,5.0,2456.67,8.27,72.66,1.61,19.31,122.35,169.48,40.02
1741316400,2025-03-07 03:00:00,5.0,4165.65,55.43,85.68,1.81,28.13,185.24,246.77,61.81
1741320000,2025-03-07 04:00:00,5.0,7476.81,155.57,112.41,6.26,43.39,295.33,375.59,88.16
1741323600,2025-03-07 05:00:00,5.0,11215.21,227.09,194.67,13.23,61.99,440.71,538.32,110.45
1741327200,2025-03-07 06:00:00,5.0,13671.88,171.66,367.4,44.35,77.25,633.52,742.1,119.57
1741330800,2025-03-07 07:00:00,5.0,12924.19,61.69,444.17,164.51,74.39,759.85,867.4,97.27
1741334400,2025-03-07 08:00:00,5.0,9292.6,20.79,309.82,320.43,53.88,671.18,761.0,58.26
1741338000,2025-03-07 09:00:00,5.0,5607.6,10.51,172.73,337.6,34.81,441.89,511.84,32.17
1741341600,2025-03-07 10:00:00,5.0,2830.51,8.61,89.11,205.99,19.79,186.26,241.25,20.52
1741345200,2025-03-07 11:00:00,4.0,1708.98,9.72,59.63,107.29,12.4,68.7,121.63,16.09
1741348800,2025-03-07 12:00:00,3.0,1228.33,8.49,46.61,67.95,8.58,40.27,92.48,11.15
1741352400,2025-03-07 13:00:00,3.0,1121.52,5.14,50.04,45.06,7.39,33.09,83.01,9.25
1741356000,2025-03-07 14:00:00,3.0,1148.22,0.58,59.63,24.68,7.87,34.1,80.57,9.25
1741359600,2025-03-07 15:00:00,3.0,1041.41,0.02,49.35,33.26,8.23,36.91,80.42,9.88
1741363200,2025-03-07 16:00:00,3.0,988.01,0.0,41.13,42.2,7.99,39.55,82.85,11.27
1741366800,2025-03-07 17:00:00,3.0,1001.36,0.0,38.73,42.2,8.11,42.29,87.41,12.92
1741370400,2025-03-07 18:00:00,3.0,1081.47,0.0,39.41,40.05,8.82,47.78,94.33,15.33
1741374000,2025-03-07 19:00:00,3.0,1028.06,0.0,38.04,41.48,8.23,46.07,90.01,14.06
1741377600,2025-03-07 20:00:00,3.0,801.09,0.0,30.5,50.78,6.74,37.58,75.8,9.88
1741381200,2025-03-07 21:00:00,3.0,580.79,0.0,18.85,65.8,5.42,32.09,67.83,7.28
1741384800,2025-03-07 22:00:00,3.0,447.27,0.0,10.54,80.82,4.41,29.74,66.49,6.14
1741388400,2025-03-07 23:00:00,3.0,380.52,0.0,7.03,89.41,3.76,28.54,66.13,5.19
1741392000,2025-03-08 00:00:00,3.0,347.14,0.0,5.65,91.55,3.37,27.23,63.88,4.12
1741395600,2025-03-08 01:00:00,3.0,580.79,0.0,14.39,80.82,6.97,35.51,73.49,9.25
1741399200,2025-03-08 02:00:00,3.0,947.95,0.0,29.13,61.51,10.97,48.24,89.67,17.48
1741402800,2025-03-08 03:00:00,4.0,1575.47,2.54,55.52,35.05,15.02,67.6,114.56,27.61
1741406400,2025-03-08 04:00:00,5.0,2563.48,26.15,72.66,23.25,21.22,92.8,146.49,38.0
1741410000,2025-03-08 05:00:00,5.0,2937.32,37.1,76.77,30.76,25.51,101.6,159.55,41.54
1741413600,2025-03-08 06:00:00,5.0,2269.74,20.12,67.17,64.37,32.42,86.49,145.29,33.94
1741417200,2025-03-08 07:00:00,4.0,1148.22,6.37,34.96,110.15,46.73,55.42,103.8,16.72
1741420800,2025-03-08 08:00:00,3.0,787.73,3.19,21.08,131.61,28.61,40.3,73.78,9.63
1741424400,2025-03-08 09:00:00,3.0,720.98,2.57,18.16,137.33,16.69,34.01,62.5,7.73
1741428000,2025-03-08 10:00:00,3.0,647.54,2.35,16.45,127.32,11.21,30.32,60.94,6.65
1741431600,2025-03-08 11:00:00,3.0,614.17,2.43,16.62,108.72,7.15,29.03,67.02,5.89
1741435200,2025-03-08 12:00:00,3.0,580.79,2.24,17.48,87.98,4.35,28.49,73.92,4.81
1741438800,2025-03-08 13:00:00,3.0,640.87,1.38,23.99,69.38,3.61,29.51,77.03,4.43
1741442400,2025-03-08 14:00:00,3.0,720.98,0.08,31.19,54.36,3.81,31.51,76.37,5.19
1741446000,2025-03-08 15:00:00,3.0,734.33,0.0,30.5,50.07,4.29,33.66,76.85,6.71
1741449600,2025-03-08 16:00:00,3.0,807.76,0.0,31.19,47.21,5.42,37.11,78.82,9.12
1741453200,2025-03-08 17:00:00,3.0,821.11,0.0,29.47,49.35,6.2,38.88,76.93,10.26
1741456800,2025-03-08 18:00:00,3.0,854.49,0.0,27.76,55.07,6.97,41.08,76.74,11.78
1741460400,2025-03-08 19:00:00,3.0,814.44,0.0,25.7,60.08,6.68,39.48,72.94,11.15
1741464000,2025-03-08 20:00:00,3.0,700.95,0.0,21.76,62.94,5.6,34.98,64.94,8.74
1741467600,2025-03-08 21:00:00,3.0,620.84,0.0,17.48,65.8,5.25,33.81,60.77,8.36
1741471200,2025-03-08 22:00:00,3.0,627.52,0.0,15.77,65.09,5.25,36.19,60.92,9.88
1741474800,2025-03-08 23:00:00,3.0,714.3,0.0,17.82,58.65,6.08,41.26,64.94,12.79
1741478400,2025-03-09 00:00:00,3.0,854.49,0.0,22.28,48.64,7.75,48.42,73.04,16.21
1741482000,2025-03-09 01:00:00,4.0,1094.82,0.0,31.19,35.76,10.49,58.56,88.47,21.79
1741485600,2025-03-09 02:00:00,4.0,1522.06,0.09,48.67,21.99,15.02,73.49,112.23,28.37
1741489200,2025-03-09 03:00:00,5.0,2536.77,13.19,74.71,9.39,23.37,106.98,155.58,40.02
1741492800,2025-03-09 04:00:00,5.0,4058.84,52.3,91.85,16.45,32.9,150.7,209.35,53.7
1741496400,2025-03-09 05:00:00,5.0,5393.98,71.53,126.12,28.61,40.05,198.47,265.53,64.34
1741500000,2025-03-09 06:00:00,5.0,6034.85,46.04,175.48,80.11,46.25,260.63,334.45,67.89
1741503600,2025-03-09 07:00:00,5.0,6462.1,19.22,197.41,214.58,52.45,372.19,450.58,69.92
1741507200,2025-03-09 08:00:00,5.0,6782.53,9.61,191.93,406.27,56.27,545.2,625.0,66.88
1741510800,2025-03-09 09:00:00,5.0,6408.69,5.14,159.03,572.2,49.59,701.07,778.56,52.69
1741514400,2025-03-09 10:00:00,5.0,4325.87,2.96,97.33,537.87,30.04,574.12,637.85,32.93
1741518000,2025-03-09 11:00:00,5.0,2590.18,2.65,65.8,357.63,16.93,304.85,359.37,23.05
1741521600,2025-03-09 12:00:00,5.0,1642.23,3.16,54.15,181.67,10.37,125.27,174.77,17.48
1741525200,2025-03-09 13:00:00,4.0,1321.79,2.82,57.58,74.39,7.51,57.15,99.9,12.03
1741528800,2025-03-09 14:00:00,3.0,1281.74,0.45,64.43,24.68,7.09,42.26,80.87,10.89
1741532400,2025-03-09 15:00:00,3.0,1121.52,0.12,52.78,23.6,7.15,41.14,78.58,11.27
1741536000,2025-03-09 16:00:00,3.0,1054.76,0.0,42.16,41.84,8.23,46.65,85.57,12.79
1741539600,2025-03-09 17:00:00,4.0,1081.47,0.0,38.04,50.07,9.3,52.97,92.87,14.95
1741543200,2025-03-09 18:00:00,4.0,1134.87,0.0,37.01,51.5,9.78,57.35,97.72,16.97
1741546800,2025-03-09 19:00:00,4.0,1108.17,0.0,36.67,50.07,9.06,56.34,95.5,15.96
1741550400,2025-03-09 20:00:00,4.0,1001.36,0.0,34.27,50.07,8.11,51.69,87.07,13.3
1741554000,2025-03-09 21:00:00,4.0,974.66,0.0,31.87,50.07,8.82,51.37,84.45,14.06
1741557600,2025-03-09 22:00:00,4.0,907.9,0.0,26.73,51.5,8.94,50.44,82.95,15.2
1741561200,2025-03-09 23:00:00,3.0,814.44,0.0,21.59,52.93,8.46,47.7,81.76,15.07
1741564800,2025-03-10 00:00:00,3.0,767.71,0.0,19.36,52.93,8.46,46.67,83.29,14.31
1741568400,2025-03-10 01:00:00,4.0,854.49,0.0,22.96,48.64,9.54,50.52,88.56,15.2
1741572000,2025-03-10 02:00:00,4.0,1161.58,0.01,36.67,35.05,11.56,61.89,99.39,19.0
1741575600,2025-03-10 03:00:00,5.0,2082.82,10.39,65.12,7.87,16.21,92.58,132.65,29.13
1741579200,2025-03-10 04:00:00,5.0,3578.19,59.01,71.97,7.42,22.41,132.73,177.58,41.04
1741582800,2025-03-10 05:00:00,5.0,4165.65,74.21,82.25,16.27,24.8,145.31,190.32,43.57
1741586400,2025-03-10 06:00:00,5.0,3524.78,42.47,93.22,46.49,22.89,133.11,174.6,37.49
1741590000,2025-03-10 07:00:00,5.0,2296.45,15.65,69.92,101.57,17.17,95.68,132.27,25.59
1741593600,2025-03-10 08:00:00,4.0,1562.12,8.05,47.3,130.18,13.23,69.34,103.37,17.99
1741597200,2025-03-10 09:00:00,4.0,1241.68,6.71,37.7,123.02,11.21,53.96,86.85,13.93
1741600800,2025-03-10 10:00:00,3.0,1041.41,6.54,32.22,100.14,8.94,40.11,72.6,11.15
1741604400,2025-03-10 11:00:00,3.0,1001.36,7.15,33.59,81.54,8.23,34.92,69.1,10.39
1741608000,2025-03-10 12:00:00,3.0,1054.76,7.49,39.07,63.66,8.11,32.47,66.95,10.13
1741611600,2025-03-10 13:00:00,3.0,1268.39,7.49,55.52,31.11,8.82,32.28,64.83,11.15
1741615200,2025-03-10 14:00:00,3.0,1441.96,8.83,65.12,3.13,9.18,33.23,63.36,12.54
1741618800,2025-03-10 15:00:00,3.0,1441.96,12.29,53.47,0.36,9.42,36.5,65.97,14.82
1741622400,2025-03-10 16:00:00,3.0,1562.12,13.52,50.04,0.23,11.09,45.95,76.98,19.25
1741626000,2025-03-10 17:00:00,4.0,1682.28,13.08,48.67,0.22,12.99,56.52,88.85,23.31
1741629600,2025-03-10 18:00:00,4.0,1789.09,12.52,48.67,0.25,14.19,65.76,99.56,26.35
1741633200,2025-03-10 19:00:00,4.0,1682.28,10.28,47.98,0.41,12.99,61.27,93.81,24.07
1741636800,2025-03-10 20:00:00,3.0,1415.25,5.81,47.3,1.27,10.85,49.27,77.81,19.0
1741640400,2025-03-10 21:00:00,3.0,1188.28,1.44,43.18,5.81,10.01,42.44,68.23,17.23
1741644000,2025-03-10 22:00:00,3.0,947.95,0.1,32.22,17.7,9.06,37.06,61.04,16.72
1741647600,2025-03-10 23:00:00,3.0,787.73,0.01,23.99,27.18,8.34,33.0,55.9,15.71
1741651200,2025-03-11 00:00:00,3.0,747.68,0.0,21.76,31.11,8.58,32.3,55.33,14.44
1741654800,2025-03-11 01:00:00,3.0,881.2,0.01,27.08,27.89,10.25,37.44,61.6,16.09
1741658400,2025-03-11 02:00:00,4.0,1361.85,1.02,45.93,12.7,14.19,55.0,82.23,24.32
1741662000,2025-03-11 03:00:00,5.0,2803.8,33.08,63.75,4.6,22.89,107.51,143.53,43.06
1741665600,2025-03-11 04:00:00,5.0,6034.85,123.38,91.85,7.6,39.58,223.63,277.24,73.97
1741669200,2025-03-11 05:00:00,5.0,9933.47,191.33,180.96,15.91,55.79,386.53,459.78,98.29
1741672800,2025-03-11 06:00:00,5.0,11856.08,128.75,337.24,57.22,63.9,566.45,652.17,101.33
1741676400,2025-03-11 07:00:00,5.0,9933.47,42.02,339.98,191.69,53.41,611.21,693.69,72.96
1741680000,2025-03-11 08:00:00,5.0,6622.31,14.98,213.86,323.3,34.81,509.5,579.47,41.04
1741683600,2025-03-11 09:00:00,5.0,4165.65,8.49,126.12,323.3,21.7,349.52,409.58,25.33
1741687200,2025-03-11 10:00:00,5.0,2429.96,8.49,77.46,194.55,13.11,159.6,209.7,19.25
1741690800,2025-03-11 11:00:00,4.0,1762.39,12.52,58.95,90.12,10.25,67.44,110.48,16.72
1741694400,2025-03-11 12:00:00,3.0,1495.36,15.42,50.72,45.78,8.94,43.11,80.65,13.81
1741698000,2025-03-11 13:00:00,3.0,1361.85,14.75,50.72,21.28,7.99,32.96,65.79,11.4
1741701600,2025-03-11 14:00:00,3.0,1388.55,16.76,50.72,1.74,7.87,32.04,63.46,11.65
1741705200,2025-03-11 15:00:00,3.0,1255.04,17.66,37.7,0.08,7.75,33.3,64.66,12.16
1741708800,2025-03-11 16:00:00,3.0,1201.63,12.07,35.64,0.33,8.58,37.29,69.03,13.17
1741712400,2025-03-11 17:00:00,3.0,1134.87,4.02,38.39,3.53,9.3,40.23,71.8,13.81
1741716000,2025-03-11 18:00:00,3.0,1028.06,0.37,35.99,16.45,9.18,40.56,72.01,13.55
1741719600,2025-03-11 19:00:00,3.0,854.49,0.02,30.5,29.68,7.87,34.57,65.03,10.26
1741723200,2025-03-11 20:00:00,3.0,714.3,0.01,26.73,35.05,6.85,28.76,56.68,7.09
1741726800,2025-03-11 21:00:00,3.0,634.19,0.0,22.28,39.7,6.91,27.5,53.44,6.27
1741730400,2025-03-11 22:00:00,3.0,574.11,0.0,17.31,43.27,6.74,27.39,51.18,6.21
1741734000,2025-03-11 23:00:00,3.0,534.06,0.0,14.39,45.06,6.44,27.13,49.0,6.08
1741737600,2025-03-12 00:00:00,3.0,534.06,0.0,13.88,44.35,6.56,27.43,48.16,5.95
1741741200,2025-03-12 01:00:00,3.0,580.79,0.0,16.45,41.48,7.21,29.15,49.71,6.08
1741744800,2025-03-12 02:00:00,3.0,680.92,0.01,22.28,36.12,7.87,31.79,52.66,6.71
1741748400,2025-03-12 03:00:00,3.0,1028.06,3.41,36.33,23.25,9.3,40.26,64.13,9.75
1741752000,2025-03-12 04:00:00,3.0,1548.77,19.89,42.84,21.46,11.32,49.76,77.79,13.3
1741755600,2025-03-12 05:00:00,3.0,1642.23,24.14,43.87,30.4,11.8,49.79,79.98,15.33
1741759200,2025-03-12 06:00:00,3.0,1335.14,15.2,37.7,52.21,10.73,44.25,74.84,14.82
